history,patient,doctor
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش قادر، لسه فاقد حد عزيز عليّ. ## دكتور : أنا آسف لسماع ده، ممكن تحكيلي عن اللي بتحس بيه؟ ## مريض : بحس بحزن شديد ومش قادر أتخطى الموضوع. ## دكتور : الفقد بيكون صعب، ومهم ندي نفسنا وقت للحزن. هل جربت تتكلم مع حد عن مشاعرك؟ ## مريض : لا، مش عارف أتكلم مع حد. ## دكتور : الكلام مع شخص موثوق فيه ممكن يساعد كتير. وممكن نبدأ نتكلم هنا عن مشاعرك. ## مريض : مش عارف منين أبدأ، الموضوع مؤلم جدًا. ## دكتور : مفهوم تمامًا، خذ وقتك، ومفيش ضغط. مجرد إنك بتشارك مشاعرك دي خطوة مهمة. ## مريض : بشعر بفراغ كبير، كنت متعود أشارك كل حاجة مع الشخص ده. ## دكتور : الفقد بيترك فراغ كبير في حياتنا، وده شيء طبيعي تحس بيه. هل في حاجات معينة بتفتقدها أكتر من غيرها؟ ## مريض : بفتقد وجوده معايا في المواقف اليومية، كان دايمًا بيدعمني ويشجعني. ## دكتور : الدعم والتشجيع من شخص عزيز بيكون ليه تأثير كبير. هل في ذكريات معينة بتحس إنها كانت بتميز علاقتكم؟ ## مريض : أيوه، كنا دايمًا بنضحك مع بعض ونسافر. اللحظات دي مش هترجع تاني. ## دكتور : الذكريات دي هتفضل جزء منك وهتكون دايمًا معاك. يمكن نحاول نلاقي طريقة نحافظ بيها على الذكريات دي بشكل إيجابي، زي كتابة مذكرة أو تجميع صور. ## مريض : فكرة كويسة، يمكن أكتب عن اللحظات اللي قضيناها سوا. ## دكتور : ده ممكن يكون بداية كويسة للتعبير عن مشاعرك والحفاظ على ذكرياتك. كمان، مهم تاخد وقت لنفسك وتكون صبور. الحزن بيحتاج وقت، وكل شخص بيتعامل معاه بطريقته. ## مريض : مش عارف أعمل إيه في الأوقات اللي بحس فيها بالحزن الشديد. ## دكتور : الأوقات دي صعبة، ومهم إنك تحاول تكون محاط بناس بتحبك وتدعمك. ممكن كمان تجرب تمارس نشاطات بتحبها، زي الرياضة أو الهوايات، تساعدك تتخلص من التوتر وتفرغ مشاعرك. ## مريض : بحب الرياضة، بس مش قادر أتحرك كتير اليومين دول. ## دكتور : ممكن تبدأ بخطوات بسيطة، زي المشي أو تمارين تنفس. النشاط الجسدي بيساعد على تحسين المزاج وتقليل الحزن. ## مريض : هحاول أبدأ بحاجات بسيطة.,هحاول أبدأ بحاجات بسيطة.,ممكن تبدأ بخطوات بسيطة، زي المشي أو تمارين تنفس. النشاط الجسدي بيساعد على تحسين المزاج وتقليل الحزن.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش قادر، لسه فاقد حد عزيز عليّ. ## دكتور : أنا آسف لسماع ده، ممكن تحكيلي عن اللي بتحس بيه؟ ## مريض : بحس بحزن شديد ومش قادر أتخطى الموضوع. ## دكتور : الفقد بيكون صعب، ومهم ندي نفسنا وقت للحزن. هل جربت تتكلم مع حد عن مشاعرك؟ ## مريض : لا، مش عارف أتكلم مع حد. ## دكتور : الكلام مع شخص موثوق فيه ممكن يساعد كتير. وممكن نبدأ نتكلم هنا عن مشاعرك. ## مريض : مش عارف منين أبدأ، الموضوع مؤلم جدًا. ## دكتور : مفهوم تمامًا، خذ وقتك، ومفيش ضغط. مجرد إنك بتشارك مشاعرك دي خطوة مهمة. ## مريض : بشعر بفراغ كبير، كنت متعود أشارك كل حاجة مع الشخص ده. ## دكتور : الفقد بيترك فراغ كبير في حياتنا، وده شيء طبيعي تحس بيه. هل في حاجات معينة بتفتقدها أكتر من غيرها؟ ## مريض : بفتقد وجوده معايا في المواقف اليومية، كان دايمًا بيدعمني ويشجعني. ## دكتور : الدعم والتشجيع من شخص عزيز بيكون ليه تأثير كبير. هل في ذكريات معينة بتحس إنها كانت بتميز علاقتكم؟ ## مريض : أيوه، كنا دايمًا بنضحك مع بعض ونسافر. اللحظات دي مش هترجع تاني. ## دكتور : الذكريات دي هتفضل جزء منك وهتكون دايمًا معاك. يمكن نحاول نلاقي طريقة نحافظ بيها على الذكريات دي بشكل إيجابي، زي كتابة مذكرة أو تجميع صور. ## مريض : فكرة كويسة، يمكن أكتب عن اللحظات اللي قضيناها سوا. ## دكتور : ده ممكن يكون بداية كويسة للتعبير عن مشاعرك والحفاظ على ذكرياتك. كمان، مهم تاخد وقت لنفسك وتكون صبور. الحزن بيحتاج وقت، وكل شخص بيتعامل معاه بطريقته. ## مريض : مش عارف أعمل إيه في الأوقات اللي بحس فيها بالحزن الشديد. ## دكتور : الأوقات دي صعبة، ومهم إنك تحاول تكون محاط بناس بتحبك وتدعمك. ممكن كمان تجرب تمارس نشاطات بتحبها، زي الرياضة أو الهوايات، تساعدك تتخلص من التوتر وتفرغ مشاعرك. ## مريض : بحب الرياضة، بس مش قادر أتحرك كتير اليومين دول. ## دكتور : ممكن تبدأ بخطوات بسيطة، زي المشي أو تمارين تنفس. النشاط الجسدي بيساعد على تحسين المزاج وتقليل الحزن. ## مريض : هحاول أبدأ بحاجات بسيطة. ## دكتور : ده مهم جدًا. كمان، ممكن تجرب تشارك في جلسات دعم نفسي أو مجموعة دعم. الناس اللي بتمر بنفس الظروف ممكن تساعدك وتحس إنك مش لوحدك. ## مريض : فكرة كويسة، يمكن أدور على مجموعات دعم.,فكرة كويسة، يمكن أدور على مجموعات دعم.,ده مهم جدًا. كمان، ممكن تجرب تشارك في جلسات دعم نفسي أو مجموعة دعم. الناس اللي بتمر بنفس الظروف ممكن تساعدك وتحس إنك مش لوحدك.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش قادر، لسه فاقد حد عزيز عليّ. ## دكتور : أنا آسف لسماع ده، ممكن تحكيلي عن اللي بتحس بيه؟ ## مريض : بحس بحزن شديد ومش قادر أتخطى الموضوع. ## دكتور : الفقد بيكون صعب، ومهم ندي نفسنا وقت للحزن. هل جربت تتكلم مع حد عن مشاعرك؟ ## مريض : لا، مش عارف أتكلم مع حد. ## دكتور : الكلام مع شخص موثوق فيه ممكن يساعد كتير. وممكن نبدأ نتكلم هنا عن مشاعرك. ## مريض : مش عارف منين أبدأ، الموضوع مؤلم جدًا. ## دكتور : مفهوم تمامًا، خذ وقتك، ومفيش ضغط. مجرد إنك بتشارك مشاعرك دي خطوة مهمة. ## مريض : بشعر بفراغ كبير، كنت متعود أشارك كل حاجة مع الشخص ده. ## دكتور : الفقد بيترك فراغ كبير في حياتنا، وده شيء طبيعي تحس بيه. هل في حاجات معينة بتفتقدها أكتر من غيرها؟ ## مريض : بفتقد وجوده معايا في المواقف اليومية، كان دايمًا بيدعمني ويشجعني. ## دكتور : الدعم والتشجيع من شخص عزيز بيكون ليه تأثير كبير. هل في ذكريات معينة بتحس إنها كانت بتميز علاقتكم؟ ## مريض : أيوه، كنا دايمًا بنضحك مع بعض ونسافر. اللحظات دي مش هترجع تاني. ## دكتور : الذكريات دي هتفضل جزء منك وهتكون دايمًا معاك. يمكن نحاول نلاقي طريقة نحافظ بيها على الذكريات دي بشكل إيجابي، زي كتابة مذكرة أو تجميع صور. ## مريض : فكرة كويسة، يمكن أكتب عن اللحظات اللي قضيناها سوا. ## دكتور : ده ممكن يكون بداية كويسة للتعبير عن مشاعرك والحفاظ على ذكرياتك. كمان، مهم تاخد وقت لنفسك وتكون صبور. الحزن بيحتاج وقت، وكل شخص بيتعامل معاه بطريقته. ## مريض : مش عارف أعمل إيه في الأوقات اللي بحس فيها بالحزن الشديد. ## دكتور : الأوقات دي صعبة، ومهم إنك تحاول تكون محاط بناس بتحبك وتدعمك. ممكن كمان تجرب تمارس نشاطات بتحبها، زي الرياضة أو الهوايات، تساعدك تتخلص من التوتر وتفرغ مشاعرك. ## مريض : بحب الرياضة، بس مش قادر أتحرك كتير اليومين دول. ## دكتور : ممكن تبدأ بخطوات بسيطة، زي المشي أو تمارين تنفس. النشاط الجسدي بيساعد على تحسين المزاج وتقليل الحزن. ## مريض : هحاول أبدأ بحاجات بسيطة. ## دكتور : ده مهم جدًا. كمان، ممكن تجرب تشارك في جلسات دعم نفسي أو مجموعة دعم. الناس اللي بتمر بنفس الظروف ممكن تساعدك وتحس إنك مش لوحدك. ## مريض : فكرة كويسة، يمكن أدور على مجموعات دعم. ## دكتور : ده هيكون مفيد. وأي وقت تحس إنك محتاج تتكلم، أنا هنا. الأهم إنك تعرف إن مشاعرك طبيعية وتاخد وقتك للتعافي. ## مريض : شكرًا يا دكتور، حاسس إن في أمل أتعافى.,شكرًا يا دكتور، حاسس إن في أمل أتعافى.,ده هيكون مفيد. وأي وقت تحس إنك محتاج تتكلم، أنا هنا. الأهم إنك تعرف إن مشاعرك طبيعية وتاخد وقتك للتعافي.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش قادر، لسه فاقد حد عزيز عليّ. ## دكتور : أنا آسف لسماع ده، ممكن تحكيلي عن اللي بتحس بيه؟ ## مريض : بحس بحزن شديد ومش قادر أتخطى الموضوع. ## دكتور : الفقد بيكون صعب، ومهم ندي نفسنا وقت للحزن. هل جربت تتكلم مع حد عن مشاعرك؟ ## مريض : لا، مش عارف أتكلم مع حد. ## دكتور : الكلام مع شخص موثوق فيه ممكن يساعد كتير. وممكن نبدأ نتكلم هنا عن مشاعرك. ## مريض : مش عارف منين أبدأ، الموضوع مؤلم جدًا. ## دكتور : مفهوم تمامًا، خذ وقتك، ومفيش ضغط. مجرد إنك بتشارك مشاعرك دي خطوة مهمة. ## مريض : بشعر بفراغ كبير، كنت متعود أشارك كل حاجة مع الشخص ده. ## دكتور : الفقد بيترك فراغ كبير في حياتنا، وده شيء طبيعي تحس بيه. هل في حاجات معينة بتفتقدها أكتر من غيرها؟ ## مريض : بفتقد وجوده معايا في المواقف اليومية، كان دايمًا بيدعمني ويشجعني. ## دكتور : الدعم والتشجيع من شخص عزيز بيكون ليه تأثير كبير. هل في ذكريات معينة بتحس إنها كانت بتميز علاقتكم؟ ## مريض : أيوه، كنا دايمًا بنضحك مع بعض ونسافر. اللحظات دي مش هترجع تاني. ## دكتور : الذكريات دي هتفضل جزء منك وهتكون دايمًا معاك. يمكن نحاول نلاقي طريقة نحافظ بيها على الذكريات دي بشكل إيجابي، زي كتابة مذكرة أو تجميع صور. ## مريض : فكرة كويسة، يمكن أكتب عن اللحظات اللي قضيناها سوا. ## دكتور : ده ممكن يكون بداية كويسة للتعبير عن مشاعرك والحفاظ على ذكرياتك. كمان، مهم تاخد وقت لنفسك وتكون صبور. الحزن بيحتاج وقت، وكل شخص بيتعامل معاه بطريقته. ## مريض : مش عارف أعمل إيه في الأوقات اللي بحس فيها بالحزن الشديد. ## دكتور : الأوقات دي صعبة، ومهم إنك تحاول تكون محاط بناس بتحبك وتدعمك. ممكن كمان تجرب تمارس نشاطات بتحبها، زي الرياضة أو الهوايات، تساعدك تتخلص من التوتر وتفرغ مشاعرك. ## مريض : بحب الرياضة، بس مش قادر أتحرك كتير اليومين دول. ## دكتور : ممكن تبدأ بخطوات بسيطة، زي المشي أو تمارين تنفس. النشاط الجسدي بيساعد على تحسين المزاج وتقليل الحزن. ## مريض : هحاول أبدأ بحاجات بسيطة. ## دكتور : ده مهم جدًا. كمان، ممكن تجرب تشارك في جلسات دعم نفسي أو مجموعة دعم. الناس اللي بتمر بنفس الظروف ممكن تساعدك وتحس إنك مش لوحدك. ## مريض : فكرة كويسة، يمكن أدور على مجموعات دعم. ## دكتور : ده هيكون مفيد. وأي وقت تحس إنك محتاج تتكلم، أنا هنا. الأهم إنك تعرف إن مشاعرك طبيعية وتاخد وقتك للتعافي. ## مريض : شكرًا يا دكتور، حاسس إن في أمل أتعافى. ## دكتور : العفو، دايمًا في أمل. الخطوات الصغيرة دي هتساعدك تتعافى تدريجيًا، وإحنا هنتابع مع بعض.,العفو، دايمًا في أمل. الخطوات الصغيرة دي هتساعدك تتعافى تدريجيًا، وإحنا هنتابع مع بعض.,شكرًا يا دكتور، حاسس إن في أمل أتعافى.
 ## دكتور : أهلاً، إزيك؟,بداية,أهلاً، إزيك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة.,بحس إني مش لاقي شغفي في الحياة.,أهلاً، إزيك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه.,بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه.,ممكن توضحلي أكتر؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين.,قليل، بحس إني ضايع ومش عارف أبدأ منين.,هل جربت تجارب جديدة أو نشاطات مختلفة؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟,طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟,جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة.,كنت بحب الرسم زمان، بس بطلت من فترة طويلة.,نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع.,أيوه، ده ممكن يكون ممتع.,الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع. ## دكتور : ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة. ## مريض : لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟,لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟,ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع. ## دكتور : ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة. ## مريض : لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟ ## دكتور : في كتير منظمات بتدور على متطوعين في مجالات مختلفة، زي رعاية الحيوانات، أو مساعدة الأطفال، أو العمل مع كبار السن. ممكن تختار المجال اللي بتحس إنه قريب لقلبك. ## مريض : فكرة حلوة، ممكن أجرب التطوع في رعاية الحيوانات. بحب الحيوانات كتير.,فكرة حلوة، ممكن أجرب التطوع في رعاية الحيوانات. بحب الحيوانات كتير.,في كتير منظمات بتدور على متطوعين في مجالات مختلفة، زي رعاية الحيوانات، أو مساعدة الأطفال، أو العمل مع كبار السن. ممكن تختار المجال اللي بتحس إنه قريب لقلبك.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع. ## دكتور : ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة. ## مريض : لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟ ## دكتور : في كتير منظمات بتدور على متطوعين في مجالات مختلفة، زي رعاية الحيوانات، أو مساعدة الأطفال، أو العمل مع كبار السن. ممكن تختار المجال اللي بتحس إنه قريب لقلبك. ## مريض : فكرة حلوة، ممكن أجرب التطوع في رعاية الحيوانات. بحب الحيوانات كتير. ## دكتور : ده هيكون رائع، التطوع بيضيف إحساس بالرضا وبيساعدك تلاقي شغفك في الحياة. كمان، ممكن تجرّب حاجات جديدة زي تعلم لغة جديدة، أو ممارسة رياضة جديدة، أو حتى السفر لأماكن جديدة. ## مريض : أيوه، دايمًا كنت عاوز أتعلم لغة جديدة، يمكن أبدأ في ده كمان.,أيوه، دايمًا كنت عاوز أتعلم لغة جديدة، يمكن أبدأ في ده كمان.,ده هيكون رائع، التطوع بيضيف إحساس بالرضا وبيساعدك تلاقي شغفك في الحياة. كمان، ممكن تجرّب حاجات جديدة زي تعلم لغة جديدة، أو ممارسة رياضة جديدة، أو حتى السفر لأماكن جديدة.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع. ## دكتور : ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة. ## مريض : لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟ ## دكتور : في كتير منظمات بتدور على متطوعين في مجالات مختلفة، زي رعاية الحيوانات، أو مساعدة الأطفال، أو العمل مع كبار السن. ممكن تختار المجال اللي بتحس إنه قريب لقلبك. ## مريض : فكرة حلوة، ممكن أجرب التطوع في رعاية الحيوانات. بحب الحيوانات كتير. ## دكتور : ده هيكون رائع، التطوع بيضيف إحساس بالرضا وبيساعدك تلاقي شغفك في الحياة. كمان، ممكن تجرّب حاجات جديدة زي تعلم لغة جديدة، أو ممارسة رياضة جديدة، أو حتى السفر لأماكن جديدة. ## مريض : أيوه، دايمًا كنت عاوز أتعلم لغة جديدة، يمكن أبدأ في ده كمان. ## دكتور : ممتاز. المهم إنك تكون مفتوح للتجارب الجديدة وما تستسلمش بسرعة. كل ما تجرب حاجات جديدة، كل ما هيكون عندك فرصة تلاقي شغفك الحقيقي. ## مريض : حاضر، هبدأ أجرب وأشوف إيه اللي هيمشي معايا.,حاضر، هبدأ أجرب وأشوف إيه اللي هيمشي معايا.,ممتاز. المهم إنك تكون مفتوح للتجارب الجديدة وما تستسلمش بسرعة. كل ما تجرب حاجات جديدة، كل ما هيكون عندك فرصة تلاقي شغفك الحقيقي.
 ## دكتور : أهلاً، إزيك؟ ## مريض : بحس إني مش لاقي شغفي في الحياة. ## دكتور : ممكن توضحلي أكتر؟ ## مريض : بحس إني مش متحمس لأي حاجة ومش عارف إيه اللي بحبه. ## دكتور : هل جربت تجارب جديدة أو نشاطات مختلفة؟ ## مريض : قليل، بحس إني ضايع ومش عارف أبدأ منين. ## دكتور : جرب نبدأ بحاجة بسيطة، نجرب نشاطات جديدة ونشوف إيه اللي ممكن يثير اهتمامك. ## مريض : طيب، بس إيه نوع النشاطات اللي ممكن أبدأ بيها؟ ## دكتور : نقدر نبدأ بالحاجات اللي كنت تستمتع بيها وأنت صغير أو الحاجات اللي كنت دايمًا حابب تجربها. هل في أي حاجة معينة بتجيلك في بالك؟ ## مريض : كنت بحب الرسم زمان، بس بطلت من فترة طويلة. ## دكتور : الرسم نشاط رائع، ممكن تبدأ تجرب ترسم تاني وتشوف إذا كان بيديك شعور بالسعادة. كمان، ممكن تجرّب تحضر ورش عمل أو دورات لتطوير مهاراتك. ## مريض : أيوه، ده ممكن يكون ممتع. ## دكتور : ممتاز. كمان، هل فكرت في التطوع أو الانضمام لجماعات تهتم بحاجات معينة؟ ده ممكن يساعدك تتعرف على ناس جدد وتجرب حاجات جديدة. ## مريض : لا، مافكرتش في ده قبل كده. التطوع في إيه مثلاً؟ ## دكتور : في كتير منظمات بتدور على متطوعين في مجالات مختلفة، زي رعاية الحيوانات، أو مساعدة الأطفال، أو العمل مع كبار السن. ممكن تختار المجال اللي بتحس إنه قريب لقلبك. ## مريض : فكرة حلوة، ممكن أجرب التطوع في رعاية الحيوانات. بحب الحيوانات كتير. ## دكتور : ده هيكون رائع، التطوع بيضيف إحساس بالرضا وبيساعدك تلاقي شغفك في الحياة. كمان، ممكن تجرّب حاجات جديدة زي تعلم لغة جديدة، أو ممارسة رياضة جديدة، أو حتى السفر لأماكن جديدة. ## مريض : أيوه، دايمًا كنت عاوز أتعلم لغة جديدة، يمكن أبدأ في ده كمان. ## دكتور : ممتاز. المهم إنك تكون مفتوح للتجارب الجديدة وما تستسلمش بسرعة. كل ما تجرب حاجات جديدة، كل ما هيكون عندك فرصة تلاقي شغفك الحقيقي. ## مريض : حاضر، هبدأ أجرب وأشوف إيه اللي هيمشي معايا. ## دكتور : وأنا هنا لدعمك في أي وقت. المهم إنك تكون صبور وتدي نفسك الفرصة تكتشف حاجات جديدة. إحنا هنتابع مع بعض ونتأكد إنك ماشي على الطريق اللي يناسبك. ## مريض : شكراً يا دكتور، حاسس إن عندي خطة دلوقتي.,شكراً يا دكتور، حاسس إن عندي خطة دلوقتي.,وأنا هنا لدعمك في أي وقت. المهم إنك تكون صبور وتدي نفسك الفرصة تكتشف حاجات جديدة. إحنا هنتابع مع بعض ونتأكد إنك ماشي على الطريق اللي يناسبك.
