history,patient,doctor
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، حاسس إني مش قادر ألاقي شغل مناسب بعد التخرج. ## دكتور : البحث عن شغل بعد التخرج بيكون صعب. ممكن تحكيلي أكتر عن تجربتك؟ ## مريض : بقدم في شركات كتير ومش بيجيلي رد، وحاسس إن كل الناس حواليَّ لاقيين شغل وأنا لأ. ## دكتور : ده إحساس طبيعي، وسوق العمل ممكن يكون صعب. جربت تطور مهاراتك أو تعمل دورات تدريبية تزود فرصك؟ ## مريض : آه، عملت كام دورة، بس برضه مش حاسس بفرق. ## دكتور : مهم نكون مستمرين وما نيأسش. كمان ممكن تفكر في الانضمام لمجموعات شبابية أو جمعيات تساعد في التدريب والتوظيف. ## مريض : دي فكرة جديدة، ممكن أجرب. ## دكتور : طيب، خلينا نتكلم أكتر عن إزاي نقدر نحسن من فرصك. جربت تعدل سيرتك الذاتية وتخليها مناسبة لكل وظيفة بتقدم عليها؟ ## مريض : آه، بس مش عارف إيه اللي ممكن يكون ناقص. ## دكتور : ممكن نراجعها مع بعض. مهم تكون السيرة الذاتية واضحة ومختصرة وتبرز أهم مهاراتك وإنجازاتك. كمان، خطاب التقديم لازم يكون موجه لكل شركة بطريقة مخصصة. ## مريض : هحاول أركز على النقطة دي. ## دكتور : كمان، جربت التواصل مع الناس في مجالك؟ العلاقات الشخصية والمهنية ممكن تكون مفتاح للفرص. ## مريض : لأ، مش عارف أبدأ منين. ## دكتور : ممكن تبدأ تحضر فعاليات مهنية، أو تشترك في مجموعات على لينكدإن، وتبدأ تتواصل مع الناس بشكل ودود. مش لازم تطلب شغل من أول مرة، مجرد تكوين علاقات بيكون مفيد. ## مريض : هحاول أعمل كده. ## دكتور : وكمان، لو عندك فرصة تعمل تدريب داخلي أو عمل تطوعي في مجالك، ده بيدي خبرة وبيزود من فرصك في الحصول على وظيفة. ## مريض : بصراحة، مفكرتش في ده قبل كده.,بصراحة، مفكرتش في ده قبل كده.,وكمان، لو عندك فرصة تعمل تدريب داخلي أو عمل تطوعي في مجالك، ده بيدي خبرة وبيزود من فرصك في الحصول على وظيفة.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، حاسس إني مش قادر ألاقي شغل مناسب بعد التخرج. ## دكتور : البحث عن شغل بعد التخرج بيكون صعب. ممكن تحكيلي أكتر عن تجربتك؟ ## مريض : بقدم في شركات كتير ومش بيجيلي رد، وحاسس إن كل الناس حواليَّ لاقيين شغل وأنا لأ. ## دكتور : ده إحساس طبيعي، وسوق العمل ممكن يكون صعب. جربت تطور مهاراتك أو تعمل دورات تدريبية تزود فرصك؟ ## مريض : آه، عملت كام دورة، بس برضه مش حاسس بفرق. ## دكتور : مهم نكون مستمرين وما نيأسش. كمان ممكن تفكر في الانضمام لمجموعات شبابية أو جمعيات تساعد في التدريب والتوظيف. ## مريض : دي فكرة جديدة، ممكن أجرب. ## دكتور : طيب، خلينا نتكلم أكتر عن إزاي نقدر نحسن من فرصك. جربت تعدل سيرتك الذاتية وتخليها مناسبة لكل وظيفة بتقدم عليها؟ ## مريض : آه، بس مش عارف إيه اللي ممكن يكون ناقص. ## دكتور : ممكن نراجعها مع بعض. مهم تكون السيرة الذاتية واضحة ومختصرة وتبرز أهم مهاراتك وإنجازاتك. كمان، خطاب التقديم لازم يكون موجه لكل شركة بطريقة مخصصة. ## مريض : هحاول أركز على النقطة دي. ## دكتور : كمان، جربت التواصل مع الناس في مجالك؟ العلاقات الشخصية والمهنية ممكن تكون مفتاح للفرص. ## مريض : لأ، مش عارف أبدأ منين. ## دكتور : ممكن تبدأ تحضر فعاليات مهنية، أو تشترك في مجموعات على لينكدإن، وتبدأ تتواصل مع الناس بشكل ودود. مش لازم تطلب شغل من أول مرة، مجرد تكوين علاقات بيكون مفيد. ## مريض : هحاول أعمل كده. ## دكتور : وكمان، لو عندك فرصة تعمل تدريب داخلي أو عمل تطوعي في مجالك، ده بيدي خبرة وبيزود من فرصك في الحصول على وظيفة. ## مريض : بصراحة، مفكرتش في ده قبل كده. ## دكتور : ده ممكن يكون مفيد جدًا. حتى لو العمل مش مدفوع، الخبرة اللي هتكتسبها هتساعدك كتير في المستقبل. ## مريض : تمام، هحاول أدور على فرص تدريب أو تطوع.,تمام، هحاول أدور على فرص تدريب أو تطوع.,ده ممكن يكون مفيد جدًا. حتى لو العمل مش مدفوع، الخبرة اللي هتكتسبها هتساعدك كتير في المستقبل.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، حاسس إني مش قادر ألاقي شغل مناسب بعد التخرج. ## دكتور : البحث عن شغل بعد التخرج بيكون صعب. ممكن تحكيلي أكتر عن تجربتك؟ ## مريض : بقدم في شركات كتير ومش بيجيلي رد، وحاسس إن كل الناس حواليَّ لاقيين شغل وأنا لأ. ## دكتور : ده إحساس طبيعي، وسوق العمل ممكن يكون صعب. جربت تطور مهاراتك أو تعمل دورات تدريبية تزود فرصك؟ ## مريض : آه، عملت كام دورة، بس برضه مش حاسس بفرق. ## دكتور : مهم نكون مستمرين وما نيأسش. كمان ممكن تفكر في الانضمام لمجموعات شبابية أو جمعيات تساعد في التدريب والتوظيف. ## مريض : دي فكرة جديدة، ممكن أجرب. ## دكتور : طيب، خلينا نتكلم أكتر عن إزاي نقدر نحسن من فرصك. جربت تعدل سيرتك الذاتية وتخليها مناسبة لكل وظيفة بتقدم عليها؟ ## مريض : آه، بس مش عارف إيه اللي ممكن يكون ناقص. ## دكتور : ممكن نراجعها مع بعض. مهم تكون السيرة الذاتية واضحة ومختصرة وتبرز أهم مهاراتك وإنجازاتك. كمان، خطاب التقديم لازم يكون موجه لكل شركة بطريقة مخصصة. ## مريض : هحاول أركز على النقطة دي. ## دكتور : كمان، جربت التواصل مع الناس في مجالك؟ العلاقات الشخصية والمهنية ممكن تكون مفتاح للفرص. ## مريض : لأ، مش عارف أبدأ منين. ## دكتور : ممكن تبدأ تحضر فعاليات مهنية، أو تشترك في مجموعات على لينكدإن، وتبدأ تتواصل مع الناس بشكل ودود. مش لازم تطلب شغل من أول مرة، مجرد تكوين علاقات بيكون مفيد. ## مريض : هحاول أعمل كده. ## دكتور : وكمان، لو عندك فرصة تعمل تدريب داخلي أو عمل تطوعي في مجالك، ده بيدي خبرة وبيزود من فرصك في الحصول على وظيفة. ## مريض : بصراحة، مفكرتش في ده قبل كده. ## دكتور : ده ممكن يكون مفيد جدًا. حتى لو العمل مش مدفوع، الخبرة اللي هتكتسبها هتساعدك كتير في المستقبل. ## مريض : تمام، هحاول أدور على فرص تدريب أو تطوع. ## دكتور : وأخيرًا، مهم نحافظ على الإيجابية ونستمر في المحاولة. سوق العمل صعب، بس مع المثابرة والتطوير المستمر هتوصل للي أنت عايزه. ## مريض : شكراً، يا دكتور، على النصايح. هحاول أطبقها ونشوف.,شكراً، يا دكتور، على النصايح. هحاول أطبقها ونشوف.,اقفال
 ## دكتور : إزايك النهاردة؟,بداية,إزايك النهاردة؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت.,مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت.,إزايك النهاردة؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا.,بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا.,فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه.,بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه.,طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي.,ممكن أجرب أكتب يومياتي.,مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده.,هحاول أعمل كده.,حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي.,آه، بحس إني مش محبوب ودايماً لوحدي.,طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي. ## دكتور : العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟ ## مريض : مش دايماً، بخاف ما أندمجش معاهم.,مش دايماً، بخاف ما أندمجش معاهم.,العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي. ## دكتور : العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟ ## مريض : مش دايماً، بخاف ما أندمجش معاهم. ## دكتور : طبيعي تحس بالتوتر في البداية، بس مع الوقت هتلاقي نفسك بتندمج أكتر. ممكن تبدأ بشيء بسيط، زي الانضمام لنادي رياضي أو مجموعة دراسية. ## مريض : هحاول أجرب.,هحاول أجرب.,طبيعي تحس بالتوتر في البداية، بس مع الوقت هتلاقي نفسك بتندمج أكتر. ممكن تبدأ بشيء بسيط، زي الانضمام لنادي رياضي أو مجموعة دراسية.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي. ## دكتور : العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟ ## مريض : مش دايماً، بخاف ما أندمجش معاهم. ## دكتور : طبيعي تحس بالتوتر في البداية، بس مع الوقت هتلاقي نفسك بتندمج أكتر. ممكن تبدأ بشيء بسيط، زي الانضمام لنادي رياضي أو مجموعة دراسية. ## مريض : هحاول أجرب. ## دكتور : وكمان، لو حسيت إنك مش قادر تتعامل مع التوتر ده لوحدك، ممكن تفكر في الاستعانة بمستشار نفسي. مش لازم تكون الأمور كبيرة عشان تطلب مساعدة. ## مريض : بفكر في الموضوع ده، بس مش عارف أبدأ منين.,بفكر في الموضوع ده، بس مش عارف أبدأ منين.,وكمان، لو حسيت إنك مش قادر تتعامل مع التوتر ده لوحدك، ممكن تفكر في الاستعانة بمستشار نفسي. مش لازم تكون الأمور كبيرة عشان تطلب مساعدة.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي. ## دكتور : العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟ ## مريض : مش دايماً، بخاف ما أندمجش معاهم. ## دكتور : طبيعي تحس بالتوتر في البداية، بس مع الوقت هتلاقي نفسك بتندمج أكتر. ممكن تبدأ بشيء بسيط، زي الانضمام لنادي رياضي أو مجموعة دراسية. ## مريض : هحاول أجرب. ## دكتور : وكمان، لو حسيت إنك مش قادر تتعامل مع التوتر ده لوحدك، ممكن تفكر في الاستعانة بمستشار نفسي. مش لازم تكون الأمور كبيرة عشان تطلب مساعدة. ## مريض : بفكر في الموضوع ده، بس مش عارف أبدأ منين. ## دكتور : ممكن تبدأ بالبحث عن مستشارين في منطقتك، وتحجز جلسة تجريبية تشوف فيها إذا كنت مرتاح مع المستشار. الأهم إنك تلاقي حد بيسمعك وبيفهمك. ## مريض : تمام، هحاول أبحث عن حد مناسب.,تمام، هحاول أبحث عن حد مناسب.,ممكن تبدأ بالبحث عن مستشارين في منطقتك، وتحجز جلسة تجريبية تشوف فيها إذا كنت مرتاح مع المستشار. الأهم إنك تلاقي حد بيسمعك وبيفهمك.
 ## دكتور : إزايك النهاردة؟ ## مريض : مش عارف، يا دكتور، بحس إني مش فاهم نفسي وحاسس بتوتر طول الوقت. ## دكتور : فترة المراهقة ممكن تكون مليانة تحديات نفسية. ممكن تحكيلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش فاهم أنا عايز إيه في حياتي، وفي ضغوط كتير حواليا. ## دكتور : طبيعي جدًا تحس بكده في الفترة دي. جربت تتكلم مع حد من أهلك أو أصدقائك عن مشاعرك؟ ## مريض : بخاف ما يفهمونيش أو يقللوا من اللي بحس بيه. ## دكتور : مهم تتكلم وتشارك مشاعرك. كمان ممكن نفكر في كتابة يوميات، الكتابة بتساعد كتير في تنظيم الأفكار وفهم النفس. ## مريض : ممكن أجرب أكتب يومياتي. ## دكتور : حلو جدًا، وكمان مهم تاخد وقت لنفسك وتعمل حاجات بتحبها وتفصل شوية عن الضغوط. الرياضة، الهوايات، أو حتى مجرد المشي ممكن يساعد. ## مريض : هحاول أعمل كده. ## دكتور : طيب، خلينا نتكلم أكتر عن مشاكلك في المدرسة أو مع الأصدقاء. هل في حاجات معينة بتسبب لك التوتر؟ ## مريض : آه، بحس إني مش محبوب ودايماً لوحدي. ## دكتور : العلاقات الاجتماعية في فترة المراهقة ممكن تكون صعبة. جربت تنضم لنشاطات أو مجموعات في المدرسة تساعدك تتعرف على ناس جديدة؟ ## مريض : مش دايماً، بخاف ما أندمجش معاهم. ## دكتور : طبيعي تحس بالتوتر في البداية، بس مع الوقت هتلاقي نفسك بتندمج أكتر. ممكن تبدأ بشيء بسيط، زي الانضمام لنادي رياضي أو مجموعة دراسية. ## مريض : هحاول أجرب. ## دكتور : وكمان، لو حسيت إنك مش قادر تتعامل مع التوتر ده لوحدك، ممكن تفكر في الاستعانة بمستشار نفسي. مش لازم تكون الأمور كبيرة عشان تطلب مساعدة. ## مريض : بفكر في الموضوع ده، بس مش عارف أبدأ منين. ## دكتور : ممكن تبدأ بالبحث عن مستشارين في منطقتك، وتحجز جلسة تجريبية تشوف فيها إذا كنت مرتاح مع المستشار. الأهم إنك تلاقي حد بيسمعك وبيفهمك. ## مريض : تمام، هحاول أبحث عن حد مناسب. ## دكتور : وأخيرًا، حاول دايمًا تفتكر إن الفترة دي هتعدي، وكل التحديات دي جزء من النمو والتطور. المهم تكون صبور وتطلب المساعدة لما تحتاجها. ## مريض : شكراً، يا دكتور، على الدعم والنصايح. هحاول أطبقها ونشوف.,شكراً، يا دكتور، على الدعم والنصايح. هحاول أطبقها ونشوف.,اقفال
 ## دكتور : أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟,بداية,أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟
 ## دكتور : أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟ ## مريض : والله يا دكتور، مش كويس. بجد أنا مجهد جدًا في الفترة الأخيرة.,والله يا دكتور، مش كويس. بجد أنا مجهد جدًا في الفترة الأخيرة.,أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟
 ## دكتور : أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟ ## مريض : والله يا دكتور، مش كويس. بجد أنا مجهد جدًا في الفترة الأخيرة. ## دكتور : أنا آسف إنك في هالحالة يا عمرو. الضغوطات بتكون مرهقة جدًا. تقدر تحكيلي أكتر عن اللي بتفكر فيه؟ ## مريض : الشغل صعب جدًا في الفترة دي، وأنا مش لاقي فرصة أرتاح فيها. بدأت ألاحظ إن الأمر بدأ يؤثر على مزاجي وعلاقاتي.,الشغل صعب جدًا في الفترة دي، وأنا مش لاقي فرصة أرتاح فيها. بدأت ألاحظ إن الأمر بدأ يؤثر على مزاجي وعلاقاتي.,أنا آسف إنك في هالحالة يا عمرو. الضغوطات بتكون مرهقة جدًا. تقدر تحكيلي أكتر عن اللي بتفكر فيه؟
 ## دكتور : أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟ ## مريض : والله يا دكتور، مش كويس. بجد أنا مجهد جدًا في الفترة الأخيرة. ## دكتور : أنا آسف إنك في هالحالة يا عمرو. الضغوطات بتكون مرهقة جدًا. تقدر تحكيلي أكتر عن اللي بتفكر فيه؟ ## مريض : الشغل صعب جدًا في الفترة دي، وأنا مش لاقي فرصة أرتاح فيها. بدأت ألاحظ إن الأمر بدأ يؤثر على مزاجي وعلاقاتي. ## دكتور : بيبدو إن الشغل بيأثر عليك كتير. لاحظت أعراض جسدية زي التوتر أو صعوبة النوم؟ ## مريض : أجل، بالتأكيد. مش قادر أنام، وبدأت الصداع يزيد عليّ.,أجل، بالتأكيد. مش قادر أنام، وبدأت الصداع يزيد عليّ.,بيبدو إن الشغل بيأثر عليك كتير. لاحظت أعراض جسدية زي التوتر أو صعوبة النوم؟
 ## دكتور : أهلًا يا عمرو، أنا مبسوط إني أقابلك. إزيك النهاردة؟ ## مريض : والله يا دكتور، مش كويس. بجد أنا مجهد جدًا في الفترة الأخيرة. ## دكتور : أنا آسف إنك في هالحالة يا عمرو. الضغوطات بتكون مرهقة جدًا. تقدر تحكيلي أكتر عن اللي بتفكر فيه؟ ## مريض : الشغل صعب جدًا في الفترة دي، وأنا مش لاقي فرصة أرتاح فيها. بدأت ألاحظ إن الأمر بدأ يؤثر على مزاجي وعلاقاتي. ## دكتور : بيبدو إن الشغل بيأثر عليك كتير. لاحظت أعراض جسدية زي التوتر أو صعوبة النوم؟ ## مريض : أجل، بالتأكيد. مش قادر أنام، وبدأت الصداع يزيد عليّ. ## دكتور : ده صعب جدًا، يا عمرو. من المهم رعاية الجانبين الجسدي والعاطفي. جربت أي استراتيجيات تساعدك على الاسترخاء، حتى لو لمرة واحدة؟ ## مريض : مش فاكر بصراحة. جربت الميديتيشن، بس مش لاقي طريقة أهدّي بيها ذهني.,مش فاكر بصراحة. جربت الميديتيشن، بس مش لاقي طريقة أهدّي بيها ذهني.,ده صعب جدًا، يا عمرو. من المهم رعاية الجانبين الجسدي والعاطفي. جربت أي استراتيجيات تساعدك على الاسترخاء، حتى لو لمرة واحدة؟
